Store Number,Store Name
5171,Gary's Liquor & Wine LTD
5172,Uptown Liquor & Tobacco
5173,Audubon Food Land
5174,Jim's Food   /  Sullivan Ave
5175,Kwik Stop Delhi
5176,Smokin' Joe's #15 Tobacco & Liquor O
5177,Casey's General Store #3204 / Minden
5178,New York Dollar Stores
5179,Baxter Family Market
5180,Oelwein Mart
5181,Casey's General Store #3434  /  Denv
5182,Kwik Shop #595  /  W Broadway
5183,Casey's General Store #77  /  Cascad
5185,Kum & Go #521  /  Coralville
5186,Casey's General Store #3452 / West U
5187,Kwik Stop Liquor & Groceries Ames
5188,Kum & Go #251 / Sioux City
5189,The Fresh Market  / W Des Moines
5190,Guppy's On The Go / Walford
5191,Casey's General Store #1534 / Guthri
5192,Guppy's On the Go  /  Robins
5193,Casey's General Store #2518 / Lohrvi
5194,Shelby General Store
5195,Casey's General Store #3203 / Counci
5196,The Depot Coralville
5197,Kum & Go #201 / Coralville
5198,Riverside Liquor
5199,Super Mart / Oelwein
5200,Otter Creek Country Store
5201,Kwik Stop  #858  /  Dubuque
5202,Casey's General Store #2900 / Gilber
5203,Kimmes Coon Rapids Country Store #12
5204,Quik Stop  /  Burlington
5205,Glidden Grocery
5206,Brothers Market  /  Grundy Center
5207,Jim's Foods  /  Cedar Rapids
5208,Olsen's BP
5210,Ding's Honk'n Holler
5211,Kum & Go #129  /  Johnston
5212,Don Liquor & Tobacco
5213,Garner One Stop
5214,Road Ranger #5148 / Cedar Rapids
5215,Cody Mart
5216,Casey's General Store #2683  /  Runn
5217,Casey's General Store #1511 / Seymou
5218,Gasland Express / Chariton
5219,Kirkwood Liquor & Tobacco
5220,Liquor Tobacco & Grocery / Mason Cit
5221,Gasland Express / Corydon
5222,Leo1  /  Cedar Rapids
5223,Casey's General Store #1503 / Tabor
5224,Keystone Liquor & Wine / Coralville
5225,The Station II / North Liberty
5226,KC Brothers
5227,Flaming Hot Fish and Chicken LLC
5228,Anthon Mini Mart
5229,Casey's General Store #3422 / Norwal
5230,Point Liquor & Tobacco
5232,Casey's General Store #27  /  Audubo
5233,Casey's General Store #2640 / Pleasa
5234,Casey's General Store #3473 / Dubuqu
5235,Kum & Go #540 / Waukee
5236,"Giggle Juice Liquor Station, LLC"
5237,World Liquor & Tobacco + Vape
5238,New Star / Fort Dodge
5239,Lefty's Convenience Store Inc.
5240,Casey's General Store #3463 / West B
5241,BP  /  Dubuque
5242,Kum & Go #502 / Iowa City
5243,New Star / Lafayette / Waterloo
5244,The Ox & Wren Spirits and Gifts
5245,Phillips 66
5246,Casey's General Store #3476 / Forest
5247,Rockwell Area Market
5248,Liquor and Grocery Depot
5249,W-Mart
5250,East Side Liquor and Tobacco
5251,Northside Liquor
5252,Freeman Foods of North English
5253,The Corner Store
5254,Discount Liquor
5255,Whole Foods Market
5256,Casey's General Store # 1331/ Sac Ci
5257,MAD Ave Quik Shop
5258,Oky Doky # 8 Foods
5259,Gameday Liquor
5260,GM Food Mart
5261,GM Mini Mart
5262,7-Eleven # 34464Z
5263,Bernie's Booze LLC
5264,Casey's General Store # 2177/Mitchel
5265,Honey Creek Resort State Park/ Gift
5266,Crossroads of Albert City
5267,The Station
5268,The Depot Atkins
5269,Lefty's Convenience Store Inc
5270,Casey's General Store # 2783/ Urband
5271,McElroy's Food Market
5273,Casey's General Store # 2598/ Pella
5274,FCA Kingsley C-Store
5275,Casey's General Store # 2417/ Newton
5276,Casey's General Store # 3502/ Stanto
5277,Cubby's Onawa
5278,Crossroads fo Spencer
5279,Casey's General Store # 2560
5280,Yesway Store # 10011/ Mason City
5281,Yesway Store # 10017/ Fort Dodge
5282,Yesway Store # 10019/ Mason City
5283,Yesway Store # 10026/ Mason City
5284,Brooklyn Grocery
5285,Crossroads of Humboldt
5286,Sauce
5287,Yesway Store # 1029/ Clarion
5288,Yesway Store # 10016/ Fort Dodge
5289,Yesway Store # 10020/ Story City
5290,Yesway Store # 10025/ Newton
5291,JumpStart
5292,John's Qwik Stop
5293,The Boonedocks
5294,Yesway Store # 10022/ Waterloo
5295,Yesway Store # 10023/ Waterloo
5296,Yesway Store # 10021/ Webster City
5297,Yesway Store # 10018/ Webster City
5298,DeWitt Travel Mart
5299,Pearl City Tobacco & Liquor Outlet
5300,Yesway Store # 10013/ Ottumwa
5301,Yesway Store # 10012/ Ottumwa
5302,Yesway Store # 10034/ Belmond
5303,Casey's General Store # 3508/ Marsha
5304,Crossroads of Sac City
5305,Fas Mart # 5150/ Cedar Rapids
5306,Fas Mart # 5159/ Dubuque
5307,Fareway Store # 167/Johnston
5308,Crossroads of Hampton
5309,Royal Food
5310,Crossroads of Algona
5311,The Liquor Store
5312,"B & K One Stop LLC, Washta"
5313,Southside Tobacco & Liquor
5314,Tobacco Hut & Liquor
5315,Brother's Market Wine and Spirits
5316,Brother's Market/ Sigourney
5318,First Stop Beverage Shop
9001,Cedar Ridge Vineyards
9002,Mississippi River Distillery
9010,Broadbent Distillery
9013,Iowa Distilling Company
9014,Werner Distilling
9017,Honey Creek Distillery
9018,Paradise Distilling Company
9022,Artisan Grain Distillery
9023,Iowa Legendary Rye
9901,Cedar Ridge
9902,Mississippi River Distilling Co
9906,Johnson Brothers Wirtz
9910,Broadbent Distillery
9911,North American Spirits
9913,Iowa Distilling Company
9919,Dehner Distillery
9922,Artisan Grain Distillery
9927,Templeton Rye
